"название";"дата";"время";" размер"
"py-appdirs-1.4.0.tgz";"25-Feb-2016";"02:25";"     13K"
"py-apsw-3.8.0.2p1.tgz";"25-Feb-2016";"02:25";"     97K"
"py-argcomplete-0.8.7.tgz";"25-Feb-2016";"02:25";"     36K"
"py-argh-0.26.1.tgz";"25-Feb-2016";"02:25";"     35K"
"py-asn1-0.1.9p0v0.tgz";"25-Feb-2016";"02:25";"    113K"
"py-asn1-modules-0.0.8p0.tgz";"25-Feb-2016";"02:25";"     66K"
"py-async-0.6.2p1.tgz";"25-Feb-2016";"02:25";"     54K"
"py-audio-0.2.8.tgz";"25-Feb-2016";"02:25";"     32K"
"py-augeas-0.5.0p0.tgz";"25-Feb-2016";"02:25";"     11K"
"py-authres-0.800.tgz";"25-Feb-2016";"02:25";"     26K"
"py-avahi-0.6.31p1.tgz";"25-Feb-2016";"02:25";8513
"py-axiom-0.6.0p3.tgz";"25-Feb-2016";"02:25";"    454K"
"py-babel-2.2.0.tgz";"25-Feb-2016";"02:25";"      6M"
"py-backports-abc-0.4p0.tgz";"25-Feb-2016";"02:25";5637
"py-backports-ssl-match-hostname-3.4.0.2p0.tgz";"25-Feb-2016";"02:25";6922
"py-bcrypt-2.0.0.tgz";"25-Feb-2016";"02:25";"     19K"
"py-beaker-1.6.2p4.tgz";"25-Feb-2016";"02:25";"     82K"
"py-beautifulsoup-3.2.1.tgz";"25-Feb-2016";"02:25";"     68K"
"py-beautifulsoup4-4.4.1.tgz";"25-Feb-2016";"02:25";"    163K"
"py-blessings-1.6p1.tgz";"25-Feb-2016";"02:25";"     24K"
"py-blinker-1.4p1.tgz";"25-Feb-2016";"02:25";"    105K"
"py-boto-2.28.0p0.tgz";"25-Feb-2016";"02:25";"      2M"
"py-boto3-1.2.3.tgz";"25-Feb-2016";"02:25";"    149K"
"py-botocore-1.3.23.tgz";"25-Feb-2016";"02:25";"      2M"
"py-bsddb3-6.0.1.tgz";"25-Feb-2016";"02:25";"    221K"
"py-buildbot-0.8.12p4.tgz";"25-Feb-2016";"02:25";"      2M"
"py-buildslave-0.8.12p1.tgz";"25-Feb-2016";"02:25";"    245K"
"py-bytecodeassembler-0.6p1.tgz";"25-Feb-2016";"02:25";"     56K"
"py-cairo-1.10.0p1.tgz";"25-Feb-2016";"02:25";"     38K"
"py-carbon-0.9.15p0.tgz";"25-Feb-2016";"02:25";"     95K"
"py-cdb-0.32p9.tgz";"25-Feb-2016";"02:25";"     15K"
"py-cddb-1.4p8.tgz";"25-Feb-2016";"02:25";"     13K"
"py-cef-0.5p1.tgz";"25-Feb-2016";"02:25";9785
"py-certifi-2015.11.20.1.tgz";"25-Feb-2016";"02:25";3825
"py-cffi-1.4.2.tgz";"25-Feb-2016";"02:25";"    222K"
"py-chardet-2.3.0.tgz";"25-Feb-2016";"02:25";"    370K"
"py-cheetah-2.4.4p4.tgz";"25-Feb-2016";"02:25";"    360K"
"py-cherrypy2-2.3.0p4.tgz";"25-Feb-2016";"02:25";"    407K"
"py-cjkcodecs-1.1.1p10.tgz";"25-Feb-2016";"02:25";"    633K"
"py-click-6.2.tgz";"25-Feb-2016";"02:25";"    133K"
"py-clientform-0.2.10p4.tgz";"25-Feb-2016";"02:25";"     86K"
"py-clint-0.3.7p0.tgz";"25-Feb-2016";"02:25";"     55K"
"py-cloudpickle-0.1.1p0.tgz";"25-Feb-2016";"02:25";"     17K"
"py-colorama-0.3.3p0.tgz";"25-Feb-2016";"02:25";"     20K"
"py-configobj-5.0.6.tgz";"25-Feb-2016";"02:25";"     68K"
"py-configparser-3.5.0b2p1.tgz";"25-Feb-2016";"02:25";"     38K"
"py-couchdb-1.0p0.tgz";"25-Feb-2016";"02:25";"    213K"
"py-country-1.10p1.tgz";"25-Feb-2016";"02:25";"      7M"
"py-coverage-3.7.1p1.tgz";"25-Feb-2016";"02:25";"    171K"
"py-coveralls-0.5p0.tgz";"25-Feb-2016";"02:25";"     14K"
"py-cparser-2.10p1.tgz";"25-Feb-2016";"02:25";"    186K"
"py-crack-0.5.1p4.tgz";"25-Feb-2016";"02:25";"     21K"
"py-cryptkit-0.9p9.tgz";"25-Feb-2016";"02:25";"     81K"
"py-crypto-2.6.1p2.tgz";"25-Feb-2016";"02:25";"    595K"
"py-cryptography-1.2.1.tgz";"25-Feb-2016";"02:25";"    426K"
"py-cryptography_vectors-1.2.1.tgz";"25-Feb-2016";"02:25";"     24M"
"py-cssselect-0.9.1p1.tgz";"25-Feb-2016";"02:25";"     55K"
"py-cssutils-0.9.10p0.tgz";"25-Feb-2016";"02:25";"    538K"
"py-curl-7.21.5.tgz";"25-Feb-2016";"02:25";"     94K"
"py-curtsies-0.1.19p1.tgz";"25-Feb-2016";"02:25";"     51K"
"py-czmq-0.0.4p0.tgz";"25-Feb-2016";"02:25";"     37K"
"py-daemon-1.6p3.tgz";"25-Feb-2016";"02:25";"     27K"
"py-dateutil-2.4.2p0.tgz";"25-Feb-2016";"02:25";"    227K"
"py-dbus-1.2.0p3.tgz";"25-Feb-2016";"02:25";"    138K"
"py-dbus-common-1.2.0p1.tgz";"25-Feb-2016";"02:25";"     25K"
"py-decorator-4.0.6.tgz";"25-Feb-2016";"02:25";"     12K"
"py-decoratortools-1.8p0.tgz";"25-Feb-2016";"02:25";"     25K"
"py-defusedxml-0.4.1p0.tgz";"25-Feb-2016";"02:25";"     30K"
"py-dev-1.4.6p3.tgz";"25-Feb-2016";"02:25";"      4M"
"py-discogs-client-2.2.1.tgz";"25-Feb-2016";"02:25";"     25K"
"py-distutils-extra-2.38p0.tgz";"25-Feb-2016";"02:25";"     28K"
"py-django-1.9.2.tgz";"25-Feb-2016";"02:25";"      7M"
"py-dns-2.3.6.tgz";"25-Feb-2016";"02:25";"     36K"
"py-dnslib-0.9.6.tgz";"25-Feb-2016";"02:25";"     92K"
"py-dnspython-1.11.1p0.tgz";"25-Feb-2016";"02:25";"    233K"
"py-docopt-0.6.2p0.tgz";"25-Feb-2016";"02:25";"     20K"
"py-docutils-0.12p0.tgz";"25-Feb-2016";"02:25";"    864K"
"py-doit-0.29.0p1.tgz";"25-Feb-2016";"02:25";"    139K"
"py-dot-1.0.28p1.tgz";"25-Feb-2016";"02:25";"     42K"
"py-dpkt-1.7p5.tgz";"25-Feb-2016";"02:25";"    155K"
"py-dtopt-0.1p5.tgz";"25-Feb-2016";"02:25";4914
"py-dulwich-0.12.0.tgz";"25-Feb-2016";"02:25";"    633K"
"py-ecdsa-0.13p0.tgz";"25-Feb-2016";"02:25";"     88K"
"py-editdist-0.3p6.tgz";"25-Feb-2016";"02:25";3842
"py-elasticsearch-2.2.0.tgz";"25-Feb-2016";"02:25";"     82K"
"py-elasticsearch-curator-3.4.0p0.tgz";"25-Feb-2016";"02:25";"     63K"
"py-elementtidy-1.0.20050212p0.tgz";"25-Feb-2016";"02:25";"    134K"
"py-elftools-0.23.tgz";"25-Feb-2016";"02:25";"    198K"
"py-enchant-1.6.6p1.tgz";"25-Feb-2016";"02:25";"    102K"
"py-enum34-1.1.2.tgz";"25-Feb-2016";"02:25";"     73K"
"py-epsilon-0.6.0p2.tgz";"25-Feb-2016";"02:25";"    226K"
"py-epydoc-3.0.1p3.tgz";"25-Feb-2016";"02:25";"    511K"
"py-extras-0.0.3p0.tgz";"25-Feb-2016";"02:25";8168
"py-extremes-1.1.1p5.tgz";"25-Feb-2016";"02:25";4256
"py-feedgenerator-1.7p1.tgz";"25-Feb-2016";"02:25";"     39K"
"py-feedparser-5.1.3p1.tgz";"25-Feb-2016";"02:25";"    109K"
"py-flask-0.10.1p1.tgz";"25-Feb-2016";"02:25";"      1M"
"py-flask-login-0.2.11p0.tgz";"25-Feb-2016";"02:25";"     16K"
"py-flask-principal-0.4.0p1.tgz";"25-Feb-2016";"02:25";9644
"py-flask-sqlalchemy-1.0p1.tgz";"25-Feb-2016";"02:25";"    165K"
"py-flask-wtf-0.9.4p3.tgz";"25-Feb-2016";"02:25";"    122K"
"py-flowd-0.9.1p5.tgz";"25-Feb-2016";"02:25";"     25K"
"py-flowtools-0.3.4p5.tgz";"25-Feb-2016";"02:25";"     11K"
"py-flup-1.0.2p5.tgz";"25-Feb-2016";"02:25";"    102K"
"py-formencode-1.2.4p1.tgz";"25-Feb-2016";"02:25";"    354K"
"py-fpconst-0.7.2p7.tgz";"25-Feb-2016";"02:25";4326
"py-ftpdlib-1.5.0.tgz";"25-Feb-2016";"02:25";"    232K"
"py-funcsigs-0.4p0.tgz";"25-Feb-2016";"02:25";"     21K"
"py-functools32-3.2.3.tgz";"25-Feb-2016";"02:25";"     17K"
"py-futures-3.0.4.tgz";"25-Feb-2016";"02:25";"     20K"
"py-gamin-0.1.10p8.tgz";"25-Feb-2016";"02:25";"     13K"
"py-gd-0.58.tgz";"25-Feb-2016";"02:25";"     80K"
"py-gdal-2.0.2.tgz";"25-Feb-2016";"02:25";"    619K"
"py-gdata-2.0.18p0.tgz";"25-Feb-2016";"02:25";"      3M"
"py-genshi-0.7p0.tgz";"25-Feb-2016";"02:25";"    684K"
"py-gevent-1.0.2.tgz";"25-Feb-2016";"02:25";"    379K"
"py-geventhttpclient-1.1.0p1.tgz";"25-Feb-2016";"02:25";"     45K"
"py-git2-0.23.2.tgz";"25-Feb-2016";"02:25";"    159K"
"py-gitdb-0.5.4p1.tgz";"25-Feb-2016";"02:25";"    100K"
"py-gnupg-0.3.8.tgz";"25-Feb-2016";"02:25";"     30K"
"py-gnuplot-1.8p3.tgz";"25-Feb-2016";"02:25";"    118K"
"py-gobject-2.28.6p6v0.tgz";"25-Feb-2016";"02:25";"    626K"
"py-gobject3-3.18.2p0.tgz";"25-Feb-2016";"02:25";"    340K"
"py-gobject3-common-3.18.2.tgz";"25-Feb-2016";"02:25";7041
"py-gpod-0.8.0p5.tgz";"25-Feb-2016";"02:25";"    352K"
"py-graphics-1.5p9v0.tgz";"25-Feb-2016";"02:25";"     28K"
"py-greenlet-0.4.9p0.tgz";"25-Feb-2016";"02:25";"     16K"
"py-gstreamer-0.10.22p5.tgz";"25-Feb-2016";"02:25";"    362K"
"py-gtk2-2.24.0p3.tgz";"25-Feb-2016";"02:25";"      3M"
"py-gunicorn-19.4.5.tgz";"25-Feb-2016";"02:25";"    221K"
"py-guppy-0.1.10.tgz";"25-Feb-2016";"02:25";"    806K"
"py-hg-git-0.8.4.tgz";"25-Feb-2016";"02:25";"     84K"
"py-hgtools-6.3p0.tgz";"25-Feb-2016";"02:25";"     37K"
"py-html2text-2016.1.8.tgz";"25-Feb-2016";"02:25";"     28K"
"py-html5lib-0.9999999.tgz";"25-Feb-2016";"02:25";"    230K"
"py-htmltmpl-1.22p2.tgz";"25-Feb-2016";"02:25";"     38K"
"py-httpbin-0.4.1.tgz";"25-Feb-2016";"02:25";"    102K"
"py-httpie-0.9.3.tgz";"25-Feb-2016";"02:25";"     85K"
"py-httplib2-0.9.2.tgz";"25-Feb-2016";"02:25";"     44K"
"py-iconvcodec-1.1.2p9.tgz";"25-Feb-2016";"02:25";"     16K"
"py-id3-1.2p6.tgz";"25-Feb-2016";"02:25";"     12K"
"py-idna-2.0p0.tgz";"25-Feb-2016";"02:25";"    139K"
"py-imdb-5.0p0.tgz";"25-Feb-2016";"02:25";"    565K"
"py-impacket-0.9.13v0.tgz";"25-Feb-2016";"02:25";"      2M"
"py-iniparse-0.4p0.tgz";"25-Feb-2016";"02:25";"     35K"
"py-ioflo-1.5.0.tgz";"25-Feb-2016";"02:25";"    513K"
"py-ipaddr-2.1.10p0.tgz";"25-Feb-2016";"02:25";"     29K"
"py-ipaddress-1.0.16.tgz";"25-Feb-2016";"02:25";"     36K"
"py-ipykernel-4.0.3.tgz";"25-Feb-2016";"02:25";"    153K"
"py-ipython_genutils-0.1.0p0.tgz";"25-Feb-2016";"02:25";"     44K"
"py-irclib-0.4.6p4.tgz";"25-Feb-2016";"02:25";"     41K"
"py-iso8601-0.1.11.tgz";"25-Feb-2016";"02:25";"     12K"
"py-isodate-0.5.4p1.tgz";"25-Feb-2016";"02:25";"     53K"
"py-itsdangerous-0.24p1.tgz";"25-Feb-2016";"02:25";"    124K"
"py-jaxml-3.01p7.tgz";"25-Feb-2016";"02:25";"     28K"
"py-jellyfish-0.5.1p0.tgz";"25-Feb-2016";"02:25";"     31K"
"py-jinja2-2.7.3p1.tgz";"25-Feb-2016";"02:25";"    604K"
"py-jmespath-0.9.0.tgz";"25-Feb-2016";"02:25";"     34K"
"py-jonpy-0.12.tgz";"25-Feb-2016";"02:25";"     87K"
"py-jsonrpclib-0.1.3p0.tgz";"25-Feb-2016";"02:25";"     23K"
"py-jsonschema-2.5.1p0.tgz";"25-Feb-2016";"02:25";"     71K"
"py-jupyter_client-4.0.0.tgz";"25-Feb-2016";"02:25";"    123K"
"py-jupyter_core-4.0.6.tgz";"25-Feb-2016";"02:25";"     69K"
"py-jwt-1.4.0.tgz";"25-Feb-2016";"02:25";"     28K"
"py-kde-4.14.3p0.tgz";"25-Feb-2016";"02:25";"      7M"
"py-keybinder-0.3.0p4.tgz";"25-Feb-2016";"02:25";6995
"py-keyczar-0.715p0v0.tgz";"25-Feb-2016";"02:25";"     75K"
"py-keyring-5.3p1.tgz";"25-Feb-2016";"02:25";"    110K"
"py-kid-0.9.6p5.tgz";"25-Feb-2016";"02:25";"    213K"
"py-kiwi-1.9.29p0.tgz";"25-Feb-2016";"02:25";"    402K"
"py-last-0.5.11p0.tgz";"25-Feb-2016";"02:25";"     57K"
"py-ldap-2.4.22.tgz";"25-Feb-2016";"02:25";"    167K"
"py-ldap-examples-2.4.22.tgz";"25-Feb-2016";"02:25";"     18K"
"py-libcloud-0.20.1.tgz";"25-Feb-2016";"02:25";"      1M"
"py-libdnet-1.12p13.tgz";"25-Feb-2016";"02:25";"     71K"
"py-libiptcdata-1.0.4.tgz";"25-Feb-2016";"02:25";"     54K"
"py-liblarch-2.1.0.tgz";"25-Feb-2016";"02:25";"     57K"
"py-libmagic-5.25.tgz";"25-Feb-2016";"02:25";5047
"py-libnacl-1.4.4.tgz";"25-Feb-2016";"02:25";"     19K"
"py-libpcap-0.6.4.tgz";"25-Feb-2016";"02:25";"     31K"
"py-libpst-0.6.66.tgz";"25-Feb-2016";"02:25";"    198K"
"py-librdf-1.0.17.1.tgz";"25-Feb-2016";"02:25";"     67K"
"py-libxml-2.9.3.tgz";"25-Feb-2016";"02:25";"    420K"
"py-libxslt-1.1.28p0.tgz";"25-Feb-2016";"02:25";"     42K"
"py-link-grammar-5.3.3.tgz";"25-Feb-2016";"02:25";"     99K"
"py-lockfile-0.12.2p1.tgz";"25-Feb-2016";"02:25";"     17K"
"py-logilab-astng-0.22.0p1.tgz";"25-Feb-2016";"02:25";"    188K"
"py-logilab-common-0.56.0p2.tgz";"25-Feb-2016";"02:25";"    368K"
"py-lpsolve-5.5.2.0p1.tgz";"25-Feb-2016";"02:25";"     52K"
"py-lxml-3.4.3p1.tgz";"25-Feb-2016";"02:25";"      3M"
"py-lzo-1.08p4.tgz";"25-Feb-2016";"02:25";8054
"py-mako-0.9.1p2.tgz";"25-Feb-2016";"02:25";"    152K"
"py-matplotlib-1.4.2p4.tgz";"25-Feb-2016";"02:25";"     45M"
"py-mccabe-0.3.1.tgz";"25-Feb-2016";"02:25";9894
"py-mechanize-0.2.5p0.tgz";"25-Feb-2016";"02:25";"    305K"
"py-medusa-0.5.4p4.tgz";"25-Feb-2016";"02:25";"    171K"
"py-meld3-1.0.0p0.tgz";"25-Feb-2016";"02:25";"     59K"
"py-memcached-1.54p0.tgz";"25-Feb-2016";"02:25";"     32K"
"py-metar-0.20.tgz";"25-Feb-2016";"02:25";"     34K"
"py-metlog-0.10.0p1.tgz";"25-Feb-2016";"02:25";"     80K"
"py-milter-1.0.tgz";"25-Feb-2016";"02:25";"     83K"
"py-minimock-1.2.8p1.tgz";"25-Feb-2016";"02:25";"     17K"
"py-miniupnpc-1.9.tgz";"25-Feb-2016";"02:25";"     26K"
"py-mistune-0.7.1.tgz";"25-Feb-2016";"02:25";"     25K"
"py-mock-1.3.0.tgz";"25-Feb-2016";"02:25";"    131K"
"py-modulegraph-0.12.1p0.tgz";"25-Feb-2016";"02:25";"     55K"
"py-mongo-2.7.2p0.tgz";"25-Feb-2016";"02:25";"    632K"
"py-monthdelta-1.0bp1.tgz";"25-Feb-2016";"02:25";5875
"py-mox-0.5.3p0.tgz";"25-Feb-2016";"02:25";"     36K"
"py-mpd-0.3.0p2.tgz";"25-Feb-2016";"02:25";"     10K"
"py-mpd2-0.5.4.tgz";"25-Feb-2016";"02:25";"     15K"
"py-msgpack-0.4.6p1.tgz";"25-Feb-2016";"02:25";"     89K"
"py-musicbrainzngs-0.5.tgz";"25-Feb-2016";"02:25";"     39K"
"py-mutagen-1.29.tgz";"25-Feb-2016";"02:25";"    256K"
"py-mxDateTime-3.2.9.tgz";"25-Feb-2016";"02:25";"      4M"
"py-mysql-1.2.5p2.tgz";"25-Feb-2016";"02:25";"    178K"
"py-mysqlclient-1.3.7.tgz";"25-Feb-2016";"02:25";"     76K"
"py-nbconvert-4.0.0.tgz";"25-Feb-2016";"02:25";"    313K"
"py-nbformat-4.0.0.tgz";"25-Feb-2016";"02:25";"    158K"
"py-ndg-httpsclient-0.4.0p0.tgz";"25-Feb-2016";"02:25";"     47K"
"py-netaddr-0.7.12.tgz";"25-Feb-2016";"02:25";"      1M"
"py-netifaces-0.10.4.tgz";"25-Feb-2016";"02:25";"     12K"
"py-nevow-0.10.0p5.tgz";"25-Feb-2016";"02:25";"    951K"
"py-nltk-3.0.5p0v0.tgz";"25-Feb-2016";"02:25";"      2M"
"py-nose-1.3.7p1.tgz";"25-Feb-2016";"02:25";"    305K"
"py-notify-0.1.1p12.tgz";"25-Feb-2016";"02:25";"     12K"
"py-numpy-1.8.2p2.tgz";"25-Feb-2016";"02:25";"      3M"
"py-numpydoc-0.5.tgz";"25-Feb-2016";"02:25";"     65K"
"py-oauth2-1.9.0.post1.tgz";"25-Feb-2016";"02:25";"     24K"
"py-oauthlib-1.0.3p0.tgz";"25-Feb-2016";"02:25";"    145K"
"py-odbc-2.1.8p5.tgz";"25-Feb-2016";"02:25";"     50K"
"py-ogg-1.3p10.tgz";"25-Feb-2016";"02:25";"     12K"
"py-opengl-3.0.2p0.tgz";"25-Feb-2016";"02:25";"      1M"
"py-openssl-0.15.1p1.tgz";"25-Feb-2016";"02:25";"    230K"
"py-optik-1.5.3p2.tgz";"25-Feb-2016";"02:25";"    108K"
"py-osd-0.2.14p7.tgz";"25-Feb-2016";"02:25";"     18K"
"py-pafy-0.3.74p1.tgz";"25-Feb-2016";"02:25";"     41K"
"py-paramiko-1.16.0.tgz";"25-Feb-2016";"02:25";"    595K"
"py-parsedatetime-1.5p0.tgz";"25-Feb-2016";"02:25";"     85K"
"py-parsing-2.0.7.tgz";"25-Feb-2016";"02:25";"    679K"
"py-passlib-1.6.5.tgz";"25-Feb-2016";"02:25";"    585K"
"py-paste-1.7.5.1p1.tgz";"25-Feb-2016";"02:25";"    856K"
"py-paste-deploy-1.5.0p0.tgz";"25-Feb-2016";"02:25";"     40K"
"py-paste-script-1.7.5p1.tgz";"25-Feb-2016";"02:25";"    212K"
"py-path.py-8.1.2.tgz";"25-Feb-2016";"02:25";"     59K"
"py-pathlib-1.0.1p0.tgz";"25-Feb-2016";"02:25";"    127K"
"py-pbkdf2-1.3p1.tgz";"25-Feb-2016";"02:25";8508
"py-pbr-1.8.1.tgz";"25-Feb-2016";"02:25";"    130K"
"py-pcapy-0.10.5p7.tgz";"25-Feb-2016";"02:25";"     20K"
"py-pdf-1.13.tgz";"25-Feb-2016";"02:25";"     64K"
"py-peak-rules-0.5r2582p2v0.tgz";"25-Feb-2016";"02:25";"    128K"
"py-peewee-2.6.4.tgz";"25-Feb-2016";"02:25";"    815K"
"py-pefile-1.2.10.139p2.tgz";"25-Feb-2016";"02:25";"    114K"
"py-pexpect-4.0.1.tgz";"25-Feb-2016";"02:25";"    283K"
"py-pgsql-2.5.1p7.tgz";"25-Feb-2016";"02:25";"    137K"
"py-pickleshare-0.6.tgz";"25-Feb-2016";"02:25";8667
"py-pigment-0.3.12p7.tgz";"25-Feb-2016";"02:25";"    496K"
"py-pip-7.1.2.tgz";"25-Feb-2016";"02:25";"      2M"
"py-plist-1.12.tgz";"25-Feb-2016";"02:25";"     72K"
"py-polib-1.0.6p1.tgz";"25-Feb-2016";"02:25";"     36K"
"py-policyd-spf-1.3.2.tgz";"25-Feb-2016";"02:25";"     25K"
"py-poppler-0.12.1p7.tgz";"25-Feb-2016";"02:25";"     27K"
"py-pretend-1.0.8p0.tgz";"25-Feb-2016";"02:25";5998
"py-prettytable-0.7.2p0.tgz";"25-Feb-2016";"02:25";"     28K"
"py-prioritized_methods-0.2.1p5.tgz";"25-Feb-2016";"02:25";7257
"py-probstat-0.912p8.tgz";"25-Feb-2016";"02:25";"     24K"
"py-progressbar-2.3p4.tgz";"25-Feb-2016";"02:25";"     14K"
"py-proj-1.9.5.1.tgz";"25-Feb-2016";"02:25";"      3M"
"py-prompt_toolkit-0.52.tgz";"25-Feb-2016";"02:25";"    326K"
"py-protocols-1.0r2306p4v0.tgz";"25-Feb-2016";"02:25";"    163K"
"py-psutil-3.3.0p0.tgz";"25-Feb-2016";"02:25";"    143K"
"py-psycopg2-2.5.2p2.tgz";"25-Feb-2016";"02:25";"    700K"
"py-ptyprocess-0.5p0.tgz";"25-Feb-2016";"02:25";"     23K"
"py-pudb-2015.4.1p0.tgz";"25-Feb-2016";"02:25";"    106K"
"py-puppetdb-0.1.1p1.tgz";"25-Feb-2016";"02:25";"     30K"
"py-py-1.4.31.tgz";"25-Feb-2016";"02:25";"    175K"
"py-pyRFC3339-1.0p0.tgz";"25-Feb-2016";"02:25";7539
"py-pygments-2.0.2.tgz";"25-Feb-2016";"02:25";"      1M"
"py-pygresql-4.1.1p0.tgz";"25-Feb-2016";"02:25";"     91K"
"py-pylons-1.0.2p0.tgz";"25-Feb-2016";"02:25";"    155K"
"py-pyprof2calltree-1.3.2p0.tgz";"25-Feb-2016";"02:25";"     10K"
"py-pyro-3.16p0.tgz";"25-Feb-2016";"02:25";"    484K"
"py-pysvn-1.7.8.tgz";"25-Feb-2016";"02:25";"    593K"
"py-python2-pythondialog-3.3.0p0.tgz";"25-Feb-2016";"02:25";"     83K"
"py-pyx-0.12.1p3.tgz";"25-Feb-2016";"02:25";"    739K"
"py-qscintilla-2.8p0.tgz";"25-Feb-2016";"02:25";"    449K"
"py-qt4-4.11.4v0.tgz";"25-Feb-2016";"02:25";"      7M"
"py-qt4-docs-4.11.4v0.tgz";"25-Feb-2016";"02:25";"      6M"
"py-qt5-5.5.1.tgz";"25-Feb-2016";"02:25";"      9M"
"py-qt5-docs-5.5.1.tgz";"25-Feb-2016";"02:25";"    895K"
"py-quixote-2.8p1.tgz";"25-Feb-2016";"02:25";"    252K"
"py-radix-0.5.tgz";"25-Feb-2016";"02:25";"     13K"
"py-raet-0.6.5.tgz";"25-Feb-2016";"02:25";"    353K"
"py-rcsparse-20151027.tgz";"25-Feb-2016";"02:25";"     16K"
"py-rdflib-3.2.2p3.tgz";"25-Feb-2016";"02:25";"    257K"
"py-recaptcha-client-1.0.6p1.tgz";"25-Feb-2016";"02:25";6782
"py-redis-2.10.5.tgz";"25-Feb-2016";"02:25";"    100K"
"py-relatorio-0.5.5p1.tgz";"25-Feb-2016";"02:25";"     30K"
"py-reportlab-3.2.0p1v0.tgz";"25-Feb-2016";"02:25";"      2M"
"py-repoze-lru-0.6p1.tgz";"25-Feb-2016";"02:25";"     18K"
"py-repoze-profile-1.4p2.tgz";"25-Feb-2016";"02:25";"     21K"
"py-repoze-who-2.2p1.tgz";"25-Feb-2016";"02:25";"    127K"
"py-requests-2.9.1.tgz";"25-Feb-2016";"02:25";"    777K"
"py-ripe.atlas.cousteau-1.0.7.tgz";"25-Feb-2016";"02:25";"     28K"
"py-ripe.atlas.sagan-1.1.8.tgz";"25-Feb-2016";"02:25";"     55K"
"py-ripe.atlas.tools-1.2.2.tgz";"25-Feb-2016";"02:25";"    100K"
"py-routes-1.13p0.tgz";"25-Feb-2016";"02:25";"    188K"
"py-rrd-1.5.5p0.tgz";"25-Feb-2016";"02:25";"     13K"
"py-rsa-3.2.3p0.tgz";"25-Feb-2016";"02:25";"     70K"
"py-rtf-0.45p6.tgz";"25-Feb-2016";"02:25";"     56K"
"py-ruledispatch-0.5r2306p4v0.tgz";"25-Feb-2016";"02:25";"    181K"
"py-sane-2.8.1.tgz";"25-Feb-2016";"02:25";"     18K"
"py-scipy-0.14.1p2.tgz";"25-Feb-2016";"02:25";"     12M"
"py-secretstorage-2.1.3.tgz";"25-Feb-2016";"02:25";"     22K"
"py-send2trash-1.3.0p0.tgz";"25-Feb-2016";"02:25";"     10K"
"py-serial-2.7.tgz";"25-Feb-2016";"02:25";"    165K"
"py-setproctitle-1.1.9p0.tgz";"25-Feb-2016";"02:25";9605
"py-setuptools-18.2p0v0.tgz";"25-Feb-2016";"02:25";"    316K"
"py-setuptools_scm-1.10.1.tgz";"25-Feb-2016";"02:25";"     18K"
"py-sh-1.11.tgz";"25-Feb-2016";"02:25";"     46K"
"py-silc-0.5p6v0.tgz";"25-Feb-2016";"02:25";"     42K"
"py-simplegeneric-0.8.1p1.tgz";"25-Feb-2016";"02:25";6900
"py-simplejson-3.8.1.tgz";"25-Feb-2016";"02:25";"    106K"
"py-singledispatch-3.4.0.3p1.tgz";"25-Feb-2016";"02:25";"     13K"
"py-sip-4.16.8.tgz";"25-Feb-2016";"02:25";"    339K"
"py-six-1.10.0.tgz";"25-Feb-2016";"02:25";"     19K"
"py-smmap-0.8.2p3.tgz";"25-Feb-2016";"02:25";"     38K"
"py-snack-2.2.10p1.tgz";"25-Feb-2016";"02:25";"     51K"
"py-snmp-4.3.1.tgz";"25-Feb-2016";"02:25";"    631K"
"py-snowballstemmer-1.2.1.tgz";"25-Feb-2016";"02:25";"    119K"
"py-socketIO-client-0.6.5.tgz";"25-Feb-2016";"02:25";"     37K"
"py-sockjs-tornado-1.0.1p0.tgz";"25-Feb-2016";"02:25";"     46K"
"py-socks-1.5.6.tgz";"25-Feb-2016";"02:25";"     18K"
"py-spf-2.0.12p0.tgz";"25-Feb-2016";"02:25";"     45K"
"py-sphinx-1.2.3p1.tgz";"25-Feb-2016";"02:25";"      2M"
"py-sphinx-intl-0.9.5p0.tgz";"25-Feb-2016";"02:25";"     16K"
"py-sphinx_rtd_theme-0.1.9.tgz";"25-Feb-2016";"02:25";"    681K"
"py-sql-0.8p1.tgz";"25-Feb-2016";"02:25";"     80K"
"py-sqlalchemy-0.7.1p4.tgz";"25-Feb-2016";"02:25";"      2M"
"py-sqlalchemy-migrate-0.7.2p0.tgz";"25-Feb-2016";"02:25";"    172K"
"py-sqlite-1.0p8.tgz";"25-Feb-2016";"02:25";"     27K"
"py-sqlite2-2.8.1.tgz";"25-Feb-2016";"02:25";"    101K"
"py-sqlobject-0.10.4p4.tgz";"25-Feb-2016";"02:25";"    362K"
"py-statgrab-0.6.tgz";"25-Feb-2016";"02:25";"     55K"
"py-statistics-1.0.3.5.tgz";"25-Feb-2016";"02:25";"     11K"
"py-stemmer-1.3.0.tgz";"25-Feb-2016";"02:25";"     84K"
"py-storm-0.19p1.tgz";"25-Feb-2016";"02:26";"    246K"
"py-subversion-1.8.15.tgz";"25-Feb-2016";"02:26";"      2M"
"py-subvertpy-0.8.8p0.tgz";"25-Feb-2016";"02:26";"    221K"
"py-suds-0.4p1.tgz";"25-Feb-2016";"02:26";"    252K"
"py-sybase-0.37.tgz";"25-Feb-2016";"02:26";"     76K"
"py-symboltype-1.0p4.tgz";"25-Feb-2016";"02:26";4108
